Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,DeliveryMissing,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Country_y,State_y,Square Meters,Open Date,Exchange
1479017,2,2019-01-18,2019-01-20,286879,0,1307,2,CAD,False,Male,Albert Fitzpatrick,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1978-02-26,Contoso Lens Adapter M450 Grey,Contoso,Grey,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.3273
1480003,1,2019-01-19,2019-01-23,1101670,0,424,2,GBP,False,Male,Kyle Duncan,INGON,Stratford-on-Avon,Stratford-on-Avon,CV37 4QB,United Kingdom,Europe,1960-12-28,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.7729
1480003,2,2019-01-19,2019-01-23,1101670,0,1385,5,GBP,False,Male,Kyle Duncan,INGON,Stratford-on-Avon,Stratford-on-Avon,CV37 4QB,United Kingdom,Europe,1960-12-28,Contoso Multi-line phones M30 Grey,Contoso,Grey,10.57,22.99,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7729
1480003,3,2019-01-19,2019-01-23,1101670,0,1535,7,GBP,False,Male,Kyle Duncan,INGON,Stratford-on-Avon,Stratford-on-Avon,CV37 4QB,United Kingdom,Europe,1960-12-28,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,Black,123.24,268.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7729
1480004,1,2019-01-19,2019-01-26,604415,0,2005,7,EUR,False,Male,Namo Monty,THONON-LES-BAINS,RA,Rhône-Alpes,74200,France,Europe,1989-02-11,Fabrikam Microwave 0.9CuFt E0900 Red,Fabrikam,Red,50.98,99.99,803,Microwaves,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.877
1480004,2,2019-01-19,2019-01-26,604415,0,395,1,EUR,False,Male,Namo Monty,THONON-LES-BAINS,RA,Rhône-Alpes,74200,France,Europe,1989-02-11,WWI Laptop8.9 E0089 Black,Wide World Importers,Black,166.2,326.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.877
1480016,1,2019-01-19,2019-01-23,876685,0,433,4,EUR,False,Female,Lotje Hermelink,Dirksland,ZH,Zuid-Holland,3247 BD,Netherlands,Europe,1963-01-07,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,321.05,969.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.877
1480018,1,2019-01-19,2019-01-25,391353,0,1423,1,CAD,False,Male,Caleb Lomas,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1983-01-12,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Black,86.91,189.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.3273
1480018,2,2019-01-19,2019-01-25,391353,0,2157,6,CAD,False,Male,Caleb Lomas,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1983-01-12,Adventure Works Coffee Maker 4C E080 White,Adventure Works,White,66.23,129.9,805,Coffee Machines,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.3273
1480018,3,2019-01-19,2019-01-25,391353,0,1274,3,CAD,False,Male,Caleb Lomas,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1983-01-12,Contoso Digital Cameras Lightweight Tripod E316 White,Contoso,White,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.3273
1480019,1,2019-01-19,2019-01-22,778498,0,2096,7,EUR,False,Female,Ortensia Monaldo,Fimiani,SA,Salerno,84080,Italy,Europe,1982-04-06,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.877
1480019,2,2019-01-19,2019-01-22,778498,0,444,1,EUR,False,Female,Ortensia Monaldo,Fimiani,SA,Salerno,84080,Italy,Europe,1982-04-06,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.877
1480019,3,2019-01-19,2019-01-22,778498,0,2502,4,EUR,False,Female,Ortensia Monaldo,Fimiani,SA,Salerno,84080,Italy,Europe,1982-04-06,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.877
1482013,1,2019-01-21,2019-01-24,1475761,0,1632,1,USD,False,Female,Ana Phillips,Woodford,WI,Wisconsin,53599,United States,North America,1951-02-12,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1482013,2,2019-01-21,2019-01-24,1475761,0,2096,2,USD,False,Female,Ana Phillips,Woodford,WI,Wisconsin,53599,United States,North America,1951-02-12,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
1482018,1,2019-01-21,2019-01-27,702870,0,2490,10,EUR,False,Male,Renzo Buccho,Spinetta,CN,Cuneo,12010,Italy,Europe,1936-04-21,Contoso Rubberized Skin BlackBerry E100 White,Contoso,White,7.64,14.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8801
1483001,1,2019-01-22,2019-01-24,37802,0,1352,1,AUD,False,Male,Luke Byron,SOUTH DUDLEY,VIC,Victoria,3995,Australia,Australia,1990-07-09,Contoso Multi-line phones M30 White,Contoso,White,10.57,22.99,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.4024
1483014,1,2019-01-22,2019-01-24,1453427,0,109,5,USD,False,Male,Ralph Thompson,Lancaster,KS,Kansas,66041,United States,North America,1957-11-03,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.16,132.99,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1483014,2,2019-01-22,2019-01-24,1453427,0,2068,2,USD,False,Male,Ralph Thompson,Lancaster,KS,Kansas,66041,United States,North America,1957-11-03,Contoso Microwave 2.2CuFt M0125 Grey,Contoso,Grey,91.97,199.99,803,Microwaves,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
1483019,1,2019-01-22,2019-01-27,424011,0,1662,2,EUR,False,Female,Janina Friedman,Niederzissen,RP,Rheinland-Pfalz,56651,Germany,Europe,1988-11-29,MGS Hand Games for students E400 Yellow,Tailspin Toys,Yellow,3.56,6.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.8807
1483019,2,2019-01-22,2019-01-27,424011,0,1662,7,EUR,False,Female,Janina Friedman,Niederzissen,RP,Rheinland-Pfalz,56651,Germany,Europe,1988-11-29,MGS Hand Games for students E400 Yellow,Tailspin Toys,Yellow,3.56,6.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.8807
1483019,3,2019-01-22,2019-01-27,424011,0,1571,2,EUR,False,Female,Janina Friedman,Niederzissen,RP,Rheinland-Pfalz,56651,Germany,Europe,1988-11-29,SV DVD Player M100 Black,Southridge Video,Black,26.21,56.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.8807
1483019,4,2019-01-22,2019-01-27,424011,0,1652,4,EUR,False,Female,Janina Friedman,Niederzissen,RP,Rheinland-Pfalz,56651,Germany,Europe,1988-11-29,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.8807
1483021,1,2019-01-22,2019-01-27,1914379,0,188,1,USD,False,Female,Melea Gonzales,Earlington,KY,Kentucky,42410,United States,North America,1999-09-12,SV 16xDVD M350 Silver,Southridge Video,Silver,53.76,116.9,202,VCD & DVD,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.0
1483021,2,2019-01-22,2019-01-27,1914379,0,1566,5,USD,False,Female,Melea Gonzales,Earlington,KY,Kentucky,42410,United States,North America,1999-09-12,The Phone Company PDA Handheld 3.7 inch M630 White,The Phone Company,White,122.32,266.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1483021,3,2019-01-22,2019-01-27,1914379,0,1492,1,USD,False,Female,Melea Gonzales,Earlington,KY,Kentucky,42410,United States,North America,1999-09-12,The Phone Company Smart phones 4 GB of Memory M300 White,The Phone Company,White,109.91,239.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1484020,1,2019-01-23,2019-01-29,1835849,0,434,1,USD,False,Female,Amanda Couture,Bowling Green,KY,Kentucky,42101,United States,North America,1965-01-03,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1485000,1,2019-01-24,2019-01-26,1427869,0,1629,5,USD,False,Male,Wyatt Holquin,Huntington,NY,New York,11743,United States,North America,1946-11-06,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1485007,1,2019-01-24,2019-02-03,731381,0,1516,2,EUR,False,Male,Caio Pugliesi,Roma,RM,Roma,133,Italy,Europe,1952-10-06,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,Gold,132.44,288.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8818
1485007,2,2019-01-24,2019-02-03,731381,0,1089,3,EUR,False,Male,Caio Pugliesi,Roma,RM,Roma,133,Italy,Europe,1952-10-06,"Contoso SLR Camera 35"" X358 Silver Grey",Contoso,Silver Grey,188.19,568.0,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8818
1485013,1,2019-01-24,2019-01-29,793686,0,1296,6,EUR,False,Male,Uriele Marcelo,Pieve Di Zignago,SP,La Spezia,19020,Italy,Europe,1965-04-24,Contoso USB Cable M250 Black,Contoso,Black,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8818
1485013,2,2019-01-24,2019-01-29,793686,0,434,2,EUR,False,Male,Uriele Marcelo,Pieve Di Zignago,SP,La Spezia,19020,Italy,Europe,1965-04-24,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8818
1485017,1,2019-01-24,2019-01-29,1087790,0,132,1,GBP,False,Male,Edward Allen,SWINDERBY,Lincoln,Lincoln,LN6 0GP,United Kingdom,Europe,1998-08-03,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Brown,101.97,200.0,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,0.7679
1486002,1,2019-01-25,2019-01-30,1064519,0,778,2,GBP,False,Female,Matilda Dobson,SHOLDEN,Kent,Kent,CT14 4WY,United Kingdom,Europe,1956-02-02,Contoso Rechargeable Battery E100 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.7631
1486002,2,2019-01-25,2019-01-30,1064519,0,1342,2,GBP,False,Female,Matilda Dobson,SHOLDEN,Kent,Kent,CT14 4WY,United Kingdom,Europe,1956-02-02,Contoso Integrated Business Phone With card L10 Black,Contoso,Black,13.92,42.0,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7631
1486012,1,2019-01-25,2019-01-28,1436857,0,1615,4,USD,False,Female,Melissa Lozano,Akron,OH,Ohio,44308,United States,North America,1956-03-02,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1486015,1,2019-01-25,2019-01-27,1529235,0,1851,5,USD,False,Female,Jennifer Babineaux,Champaign,IL,Illinois,61820,United States,North America,1991-01-30,NT Washer & Dryer 15.5in E1550 White,Northwind Traders,White,509.78,999.9,801,Washers & Dryers,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
1486020,1,2019-01-25,2019-02-03,656353,0,1542,1,EUR,False,Male,Curtis Sirois,RENNES,BR,Bretagne,35700,France,Europe,1999-05-23,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Silver,151.76,330.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8814
1486020,2,2019-01-25,2019-02-03,656353,0,938,2,EUR,False,Male,Curtis Sirois,RENNES,BR,Bretagne,35700,France,Europe,1999-05-23,SV Wireless LAN PCI Network Card Adapter E900 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8814
1486022,1,2019-01-25,2019-01-31,254540,0,1429,2,CAD,False,Female,Hazel Skiles,Peterborough,ON,Ontario,K9H 2L1,Canada,North America,1988-06-10,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,The Phone Company,Grey,132.9,289.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.3315
1486022,2,2019-01-25,2019-01-31,254540,0,1740,1,CAD,False,Female,Hazel Skiles,Peterborough,ON,Ontario,K9H 2L1,Canada,North America,1988-06-10,MGS MechCollection E116,Tailspin Toys,Silver,14.28,28.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.3315
1486022,3,2019-01-25,2019-01-31,254540,0,2502,3,CAD,False,Female,Hazel Skiles,Peterborough,ON,Ontario,K9H 2L1,Canada,North America,1988-06-10,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.3315
1486024,1,2019-01-25,2019-01-29,1022794,0,2014,9,GBP,False,Female,Isobel Garner,KINLET,Wyre Forest,Wyre Forest,DY12 5EE,United Kingdom,Europe,1947-02-14,Fabrikam Microwave 2.2CuFt M1250 Blue,Fabrikam,Blue,91.97,199.99,803,Microwaves,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.7631
1487007,1,2019-01-26,2019-01-30,971338,0,1493,6,GBP,False,Female,Demi Edwards,FATTAHEAD,Aberdeenshire,Aberdeenshire,AB45 2WU,United Kingdom,Europe,1946-09-22,The Phone Company Smart phones 8 GB of Memory M400 White,The Phone Company,White,123.7,269.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7631
1487007,2,2019-01-26,2019-01-30,971338,0,2101,2,GBP,False,Female,Demi Edwards,FATTAHEAD,Aberdeenshire,Aberdeenshire,AB45 2WU,United Kingdom,Europe,1946-09-22,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Silver,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.7631
1487007,3,2019-01-26,2019-01-30,971338,0,114,2,GBP,False,Female,Demi Edwards,FATTAHEAD,Aberdeenshire,Aberdeenshire,AB45 2WU,United Kingdom,Europe,1946-09-22,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Red,82.83,249.99,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.7631
1487014,1,2019-01-26,2019-01-27,761495,0,2096,4,EUR,False,Male,Aladino Nucci,Alfiano Natta,AL,Alessandria,15021,Italy,Europe,1938-08-25,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.8814
1487014,2,2019-01-26,2019-01-27,761495,0,2094,4,EUR,False,Male,Aladino Nucci,Alfiano Natta,AL,Alessandria,15021,Italy,Europe,1938-08-25,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,131.28,257.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.8814
1487014,3,2019-01-26,2019-01-27,761495,0,1584,3,EUR,False,Male,Aladino Nucci,Alfiano Natta,AL,Alessandria,15021,Italy,Europe,1938-08-25,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.8814
1487017,1,2019-01-26,2019-02-05,202626,0,2021,1,CAD,False,Male,Chet Hurley,Toronto,ON,Ontario,M5J 2R8,Canada,North America,1957-02-12,Litware Microwave 1.6CuFt M125 White,Litware,White,82.77,179.99,803,Microwaves,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.3315
1487017,2,2019-01-26,2019-02-05,202626,0,974,5,CAD,False,Male,Chet Hurley,Toronto,ON,Ontario,M5J 2R8,Canada,North America,1957-02-12,A. Datum Slim Digital Camera M180 Pink,A. Datum,Pink,68.06,148.0,401,Digital Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.3315
1487019,1,2019-01-26,2019-02-02,1793197,0,1555,2,USD,False,Male,Jesus Lipscomb,Laurel,MD,Maryland,20707,United States,North America,1963-06-20,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,The Phone Company,Silver,121.93,368.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1487019,2,2019-01-26,2019-02-02,1793197,0,58,5,USD,False,Male,Jesus Lipscomb,Laurel,MD,Maryland,20707,United States,North America,1963-06-20,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156.0,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1487019,3,2019-01-26,2019-02-02,1793197,0,397,1,USD,False,Male,Jesus Lipscomb,Laurel,MD,Maryland,20707,United States,North America,1963-06-20,WWI Laptop15 M0150 White,Wide World Importers,White,321.44,699.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1487019,4,2019-01-26,2019-02-02,1793197,0,1283,1,USD,False,Male,Jesus Lipscomb,Laurel,MD,Maryland,20707,United States,North America,1963-06-20,Contoso Mini Battery Charger Kit E320 White,Contoso,White,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1487019,5,2019-01-26,2019-02-02,1793197,0,136,2,USD,False,Male,Jesus Lipscomb,Laurel,MD,Maryland,20707,United States,North America,1963-06-20,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.0
1487020,1,2019-01-26,2019-01-31,1533906,0,1775,5,USD,False,Female,Jodi Bolt,Wichita,KS,Kansas,67213,United States,North America,1967-05-31,MGS Shadow-run 2008 E131,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1487020,2,2019-01-26,2019-01-31,1533906,0,433,1,USD,False,Female,Jodi Bolt,Wichita,KS,Kansas,67213,United States,North America,1967-05-31,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,321.05,969.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1487032,1,2019-01-26,2019-01-31,2081773,0,1625,4,USD,False,Male,Ajdin Sandberg,Pleasantville (Atlantic),NJ,New Jersey,8232,United States,North America,1940-02-19,Contoso DVD Recorder L230 Grey,Contoso,Grey,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1487034,1,2019-01-26,2019-01-30,432063,0,991,8,EUR,False,Male,Maximilian Mahler,Riekofen,BY,Freistaat Bayern,93104,Germany,Europe,1986-07-24,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum,Silver,88.79,268.0,401,Digital Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8814
1487034,2,2019-01-26,2019-01-30,432063,0,1670,3,EUR,False,Male,Maximilian Mahler,Riekofen,BY,Freistaat Bayern,93104,Germany,Europe,1986-07-24,MGS Hand Games women M400 Black,Tailspin Toys,Black,4.13,8.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.8814
1488002,1,2019-01-27,2019-02-01,1592930,0,1607,7,USD,False,Male,Derrick Quarles,Blairs,VA,Virginia,24527,United States,North America,1982-10-26,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1488002,2,2019-01-27,2019-02-01,1592930,0,1177,1,USD,False,Male,Derrick Quarles,Blairs,VA,Virginia,24527,United States,North America,1982-10-26,Fabrikam Trendsetter 1/2'' 3mm X300 White,Fabrikam,White,330.99,999.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1488002,3,2019-01-27,2019-02-01,1592930,0,911,1,USD,False,Male,Derrick Quarles,Blairs,VA,Virginia,24527,United States,North America,1982-10-26,SV 160GB USB2.0 Portable Hard Disk M65 Silver,Southridge Video,Silver,44.1,95.9,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1489003,1,2019-01-28,2019-02-01,978236,0,1131,1,GBP,False,Female,Sophia Brookes,COUNDON,County Durham,County Durham,DL14 7QG,United Kingdom,Europe,1980-06-28,"Fabrikam SLR Camera 35"" M358 Pink",Fabrikam,Pink,150.84,328.0,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.761
1489003,2,2019-01-28,2019-02-01,978236,0,1587,1,GBP,False,Female,Sophia Brookes,COUNDON,County Durham,County Durham,DL14 7QG,United Kingdom,Europe,1980-06-28,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.761
1489003,3,2019-01-28,2019-02-01,978236,0,494,7,GBP,False,Female,Sophia Brookes,COUNDON,County Durham,County Durham,DL14 7QG,United Kingdom,Europe,1980-06-28,Adventure Works LCD20W M240 Black,Adventure Works,Black,128.3,279.0,304,Monitors,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.761
1489008,1,2019-01-28,2019-02-01,129540,0,1633,4,AUD,False,Male,Zac O'Meara,GORDONVILLE,NSW,New South Wales,2454,Australia,Australia,1995-02-12,Contoso DVD 58 DVD Storage Binder M55 Silver,Contoso,Silver,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.3937
1489009,1,2019-01-28,2019-02-01,1558652,0,1411,6,USD,False,Female,Hilda Wilson,Dallas,TX,Texas,75207,United States,North America,1981-10-08,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",The Phone Company,Black,123.24,268.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1489009,2,2019-01-28,2019-02-01,1558652,0,1425,5,USD,False,Female,Hilda Wilson,Dallas,TX,Texas,75207,United States,North America,1981-10-08,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Grey,175.27,529.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1489020,1,2019-01-28,2019-02-03,705717,0,14,1,EUR,False,Male,Remo Zito,Leivi,GE,Genova,16040,Italy,Europe,1995-01-13,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,Silver,35.72,77.68,101,MP4&MP3,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8758
1490002,1,2019-01-29,2019-02-03,1912774,0,1628,2,USD,False,Male,Kaua Barbosa,Elton,LA,Louisiana,70532,United States,North America,1966-04-24,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1490004,1,2019-01-29,2019-02-04,905941,0,1416,1,GBP,False,Male,Connor Pickering,LOWER TEAN,Staffordshire,Staffordshire,ST10 0GJ,United Kingdom,Europe,1953-04-06,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Black,141.64,308.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7594
1490011,1,2019-01-29,2019-02-06,1892265,0,1181,3,USD,False,Male,Jimmy Mathison,Waxahachie,TX,Texas,75165,United States,North America,1957-10-07,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,Fabrikam,White,523.49,1580.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1490021,1,2019-01-29,2019-01-30,1484963,0,1433,6,USD,False,Female,Lynda Fiore,Uniondale,IN,Indiana,46791,United States,North America,1944-11-21,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Grey,141.64,308.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1490023,1,2019-01-29,2019-02-01,1011663,0,394,4,GBP,False,Female,Jodie Marsden,REINIGEADAL,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,HS3 5SL,United Kingdom,Europe,1979-07-13,WWI Laptop15.4W M0156 Black,Wide World Importers,Black,348.58,758.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.7594
1490023,2,2019-01-29,2019-02-01,1011663,0,1655,2,GBP,False,Female,Jodie Marsden,REINIGEADAL,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,HS3 5SL,United Kingdom,Europe,1979-07-13,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.7594
1490023,3,2019-01-29,2019-02-01,1011663,0,1537,1,GBP,False,Female,Jodie Marsden,REINIGEADAL,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,HS3 5SL,United Kingdom,Europe,1979-07-13,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,Black,121.93,368.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7594
1491002,1,2019-01-30,2019-02-03,1532248,0,1676,1,USD,False,Female,Kara Ramsey,East Point,GA,Georgia,30344,United States,North America,1982-03-12,MGS Hand Games women M400 Red,Tailspin Toys,Red,4.13,8.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1491008,1,2019-01-30,2019-01-31,1846024,0,2101,1,USD,False,Male,Rod Scott,New York,NY,New York,10011,United States,North America,1954-06-09,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Silver,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
